gene_id,gene_name,description
ENSMUSG00000026610,Esrrg,estrogen-related receptor gamma [Source:MGI Symbol;Acc:MGI:1347056]
ENSMUSG00000026611,Spata17,spermatogenesis associated 17 [Source:MGI Symbol;Acc:MGI:1921967]
ENSMUSG00000026614,Slc30a10,"solute carrier family 30, member 10 [Source:MGI Symbol;Acc:MGI:2685058]"
ENSMUSG00000026615,Eprs,glutamyl-prolyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:97838]
ENSMUSG00000026616,Cr2,complement receptor 2 [Source:MGI Symbol;Acc:MGI:88489]
ENSMUSG00000026617,Bpnt1,"3'(2'), 5'-bisphosphate nucleotidase 1 [Source:MGI Symbol;Acc:MGI:1338800]"
ENSMUSG00000026618,Iars2,"isoleucine-tRNA synthetase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1919586]"
ENSMUSG00000026620,Mark1,MAP/microtubule affinity regulating kinase 1 [Source:MGI Symbol;Acc:MGI:2664902]
ENSMUSG00000026621,Mtarc1,mitochondrial amidoxime reducing component 1 [Source:MGI Symbol;Acc:MGI:1913362]
ENSMUSG00000026622,Nek2,NIMA (never in mitosis gene a)-related expressed kinase 2 [Source:MGI Symbol;Acc:MGI:109359]
ENSMUSG00000026623,Lpgat1,lysophosphatidylglycerol acyltransferase 1 [Source:MGI Symbol;Acc:MGI:2446186]
ENSMUSG00000026626,Ppp2r5a,"protein phosphatase 2, regulatory subunit B', alpha [Source:MGI Symbol;Acc:MGI:2388479]"
ENSMUSG00000026627,Pacc1,proton activated chloride channel 1 [Source:MGI Symbol;Acc:MGI:1914200]
ENSMUSG00000026628,Atf3,activating transcription factor 3 [Source:MGI Symbol;Acc:MGI:109384]
ENSMUSG00000026630,Batf3,"basic leucine zipper transcription factor, ATF-like 3 [Source:MGI Symbol;Acc:MGI:1925491]"
ENSMUSG00000026632,Tatdn3,TatD DNase domain containing 3 [Source:MGI Symbol;Acc:MGI:1916222]
ENSMUSG00000026634,Angel2,angel homolog 2 [Source:MGI Symbol;Acc:MGI:1196310]
ENSMUSG00000026637,Traf5,TNF receptor-associated factor 5 [Source:MGI Symbol;Acc:MGI:107548]
ENSMUSG00000026638,Irf6,interferon regulatory factor 6 [Source:MGI Symbol;Acc:MGI:1859211]
ENSMUSG00000026639,Lamb3,"laminin, beta 3 [Source:MGI Symbol;Acc:MGI:99915]"
ENSMUSG00000026640,Plxna2,plexin A2 [Source:MGI Symbol;Acc:MGI:107684]
ENSMUSG00000026641,Usf1,upstream transcription factor 1 [Source:MGI Symbol;Acc:MGI:99542]
ENSMUSG00000026643,Nmt2,N-myristoyltransferase 2 [Source:MGI Symbol;Acc:MGI:1202298]
ENSMUSG00000026644,Acbd7,acyl-Coenzyme A binding domain containing 7 [Source:MGI Symbol;Acc:MGI:1925495]
ENSMUSG00000026646,Suv39h2,suppressor of variegation 3-9 2 [Source:MGI Symbol;Acc:MGI:1890396]
ENSMUSG00000026648,Dclre1c,DNA cross-link repair 1C [Source:MGI Symbol;Acc:MGI:2441769]
ENSMUSG00000026649,Cfap126,cilia and flagella associated protein 126 [Source:MGI Symbol;Acc:MGI:1922722]
ENSMUSG00000026650,Meig1,meiosis expressed gene 1 [Source:MGI Symbol;Acc:MGI:1202878]
ENSMUSG00000026655,Fam107b,"family with sequence similarity 107, member B [Source:MGI Symbol;Acc:MGI:1913790]"
ENSMUSG00000026656,Fcgr2b,"Fc receptor, IgG, low affinity IIb [Source:MGI Symbol;Acc:MGI:95499]"
ENSMUSG00000026657,Frmd4a,FERM domain containing 4A [Source:MGI Symbol;Acc:MGI:1919850]
ENSMUSG00000026659,Dusp12,dual specificity phosphatase 12 [Source:MGI Symbol;Acc:MGI:1890614]
ENSMUSG00000026662,Sephs1,selenophosphate synthetase 1 [Source:MGI Symbol;Acc:MGI:1923580]
ENSMUSG00000026663,Atf6,activating transcription factor 6 [Source:MGI Symbol;Acc:MGI:1926157]
ENSMUSG00000026664,Phyh,phytanoyl-CoA hydroxylase [Source:MGI Symbol;Acc:MGI:891978]
ENSMUSG00000026667,Uhmk1,U2AF homology motif (UHM) kinase 1 [Source:MGI Symbol;Acc:MGI:1341908]
ENSMUSG00000026668,Ucma,upper zone of growth plate and cartilage matrix associated [Source:MGI Symbol;Acc:MGI:1915777]
ENSMUSG00000026669,Mcm10,minichromosome maintenance 10 replication initiation factor [Source:MGI Symbol;Acc:MGI:1917274]
ENSMUSG00000026670,Uap1,UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:MGI Symbol;Acc:MGI:1334459]
ENSMUSG00000026672,Optn,optineurin [Source:MGI Symbol;Acc:MGI:1918898]
ENSMUSG00000026674,Ddr2,"discoidin domain receptor family, member 2 [Source:MGI Symbol;Acc:MGI:1345277]"
ENSMUSG00000026675,Hsd17b7,hydroxysteroid (17-beta) dehydrogenase 7 [Source:MGI Symbol;Acc:MGI:1330808]
ENSMUSG00000026676,Ccdc3,coiled-coil domain containing 3 [Source:MGI Symbol;Acc:MGI:1921436]
ENSMUSG00000026678,Rgs5,regulator of G-protein signaling 5 [Source:MGI Symbol;Acc:MGI:1098434]
ENSMUSG00000026679,Enkur,"enkurin, TRPC channel interacting protein [Source:MGI Symbol;Acc:MGI:1918483]"
ENSMUSG00000026683,Nuf2,"NUF2, NDC80 kinetochore complex component [Source:MGI Symbol;Acc:MGI:1914227]"
ENSMUSG00000026686,Lmx1a,LIM homeobox transcription factor 1 alpha [Source:MGI Symbol;Acc:MGI:1888519]
ENSMUSG00000026687,Aldh9a1,"aldehyde dehydrogenase 9, subfamily A1 [Source:MGI Symbol;Acc:MGI:1861622]"
ENSMUSG00000026688,Mgst3,microsomal glutathione S-transferase 3 [Source:MGI Symbol;Acc:MGI:1913697]
ENSMUSG00000026691,Fmo3,flavin containing monooxygenase 3 [Source:MGI Symbol;Acc:MGI:1100496]
ENSMUSG00000026692,Fmo4,flavin containing monooxygenase 4 [Source:MGI Symbol;Acc:MGI:2429497]
ENSMUSG00000026694,Eef1aknmt,EEF1A lysine and N-terminal methyltransferase [Source:MGI Symbol;Acc:MGI:1918699]
ENSMUSG00000026696,Vamp4,vesicle-associated membrane protein 4 [Source:MGI Symbol;Acc:MGI:1858730]
ENSMUSG00000026697,Myoc,myocilin [Source:MGI Symbol;Acc:MGI:1202864]
ENSMUSG00000026698,Pigc,"phosphatidylinositol glycan anchor biosynthesis, class C [Source:MGI Symbol;Acc:MGI:1914542]"
ENSMUSG00000026701,Prdx6,peroxiredoxin 6 [Source:MGI Symbol;Acc:MGI:894320]
ENSMUSG00000026705,Klhl20,kelch-like 20 [Source:MGI Symbol;Acc:MGI:2444855]
ENSMUSG00000026707,Nsun6,NOL1/NOP2/Sun domain family member 6 [Source:MGI Symbol;Acc:MGI:1921705]
ENSMUSG00000026708,Cenpl,centromere protein L [Source:MGI Symbol;Acc:MGI:1917704]
ENSMUSG00000026709,Dars2,aspartyl-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:2442510]
ENSMUSG00000026712,Mrc1,"mannose receptor, C type 1 [Source:MGI Symbol;Acc:MGI:97142]"
ENSMUSG00000026715,Serpinc1,"serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1 [Source:MGI Symbol;Acc:MGI:88095]"
ENSMUSG00000026718,Stam,signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 [Source:MGI Symbol;Acc:MGI:1329014]
ENSMUSG00000026721,Rabgap1l,RAB GTPase activating protein 1-like [Source:MGI Symbol;Acc:MGI:1352507]
ENSMUSG00000026723,Trdmt1,tRNA aspartic acid methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1274787]
ENSMUSG00000026725,Tnn,tenascin N [Source:MGI Symbol;Acc:MGI:2665790]
ENSMUSG00000026726,Cubn,cubilin (intrinsic factor-cobalamin receptor) [Source:MGI Symbol;Acc:MGI:1931256]
ENSMUSG00000026727,Rsu1,Ras suppressor protein 1 [Source:MGI Symbol;Acc:MGI:103040]
ENSMUSG00000026728,Vim,vimentin [Source:MGI Symbol;Acc:MGI:98932]
ENSMUSG00000026730,Pter,phosphotriesterase related [Source:MGI Symbol;Acc:MGI:107372]
ENSMUSG00000026736,4930426L09Rik,RIKEN cDNA 4930426L09 gene [Source:MGI Symbol;Acc:MGI:1921879]
ENSMUSG00000026737,Pip4k2a,"phosphatidylinositol-5-phosphate 4-kinase, type II, alpha [Source:MGI Symbol;Acc:MGI:1298206]"
ENSMUSG00000026739,Bmi1,Bmi1 polycomb ring finger oncogene [Source:MGI Symbol;Acc:MGI:88174]
ENSMUSG00000026740,Dnajc1,DnaJ heat shock protein family (Hsp40) member C1 [Source:MGI Symbol;Acc:MGI:103268]
ENSMUSG00000026743,Mllt10,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10 [Source:MGI Symbol;Acc:MGI:1329038]"
ENSMUSG00000026748,Plxdc2,plexin domain containing 2 [Source:MGI Symbol;Acc:MGI:1914698]
ENSMUSG00000026749,Nek6,NIMA (never in mitosis gene a)-related expressed kinase 6 [Source:MGI Symbol;Acc:MGI:1891638]
ENSMUSG00000026750,Psmb7,"proteasome (prosome, macropain) subunit, beta type 7 [Source:MGI Symbol;Acc:MGI:107637]"
ENSMUSG00000026751,Nr5a1,"nuclear receptor subfamily 5, group A, member 1 [Source:MGI Symbol;Acc:MGI:1346833]"
ENSMUSG00000026753,Ppp6c,"protein phosphatase 6, catalytic subunit [Source:MGI Symbol;Acc:MGI:1915107]"
ENSMUSG00000026754,Golga1,"golgi autoantigen, golgin subfamily a, 1 [Source:MGI Symbol;Acc:MGI:1924149]"
ENSMUSG00000026755,Arpc5l,"actin related protein 2/3 complex, subunit 5-like [Source:MGI Symbol;Acc:MGI:1921442]"
ENSMUSG00000026761,Orc4,"origin recognition complex, subunit 4 [Source:MGI Symbol;Acc:MGI:1347043]"
ENSMUSG00000026764,Kif5c,kinesin family member 5C [Source:MGI Symbol;Acc:MGI:1098269]
ENSMUSG00000026765,Lypd6b,LY6/PLAUR domain containing 6B [Source:MGI Symbol;Acc:MGI:1919147]
ENSMUSG00000026766,Mmadhc,"methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria [Source:MGI Symbol;Acc:MGI:1923786]"
ENSMUSG00000026767,Mindy3,MINDY lysine 48 deubiquitinase 3 [Source:MGI Symbol;Acc:MGI:1914210]
ENSMUSG00000026768,Itga8,integrin alpha 8 [Source:MGI Symbol;Acc:MGI:109442]
ENSMUSG00000026770,Il2ra,"interleukin 2 receptor, alpha chain [Source:MGI Symbol;Acc:MGI:96549]"
ENSMUSG00000026771,Spopl,speckle-type BTB/POZ protein-like [Source:MGI Symbol;Acc:MGI:1924107]
ENSMUSG00000026773,Pfkfb3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:MGI Symbol;Acc:MGI:2181202]"
ENSMUSG00000026774,Potegl,"POTE ankyrin domain family, member G like [Source:MGI Symbol;Acc:MGI:1918231]"
ENSMUSG00000026775,Yme1l1,YME1-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1351651]
ENSMUSG00000026778,Prkcq,"protein kinase C, theta [Source:MGI Symbol;Acc:MGI:97601]"
ENSMUSG00000026779,Mastl,microtubule associated serine/threonine kinase-like [Source:MGI Symbol;Acc:MGI:1914371]
ENSMUSG00000026781,Acbd5,acyl-Coenzyme A binding domain containing 5 [Source:MGI Symbol;Acc:MGI:1921409]
ENSMUSG00000026782,Abi2,abl interactor 2 [Source:MGI Symbol;Acc:MGI:106913]
ENSMUSG00000026784,Pdss1,"prenyl (solanesyl) diphosphate synthase, subunit 1 [Source:MGI Symbol;Acc:MGI:1889278]"
ENSMUSG00000026785,Pkn3,protein kinase N3 [Source:MGI Symbol;Acc:MGI:2388285]
ENSMUSG00000026786,Apbb1ip,"amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein [Source:MGI Symbol;Acc:MGI:1861354]"
ENSMUSG00000026787,Gad2,glutamic acid decarboxylase 2 [Source:MGI Symbol;Acc:MGI:95634]
ENSMUSG00000026788,Zbtb43,zinc finger and BTB domain containing 43 [Source:MGI Symbol;Acc:MGI:1919084]
ENSMUSG00000026790,Odf2,outer dense fiber of sperm tails 2 [Source:MGI Symbol;Acc:MGI:1098824]
ENSMUSG00000026791,Slc2a8,"solute carrier family 2, (facilitated glucose transporter), member 8 [Source:MGI Symbol;Acc:MGI:1860103]"
ENSMUSG00000026792,Lrsam1,leucine rich repeat and sterile alpha motif containing 1 [Source:MGI Symbol;Acc:MGI:2684789]
ENSMUSG00000026796,Niban2,niban apoptosis regulator 2 [Source:MGI Symbol;Acc:MGI:2442910]
ENSMUSG00000026797,Stxbp1,syntaxin binding protein 1 [Source:MGI Symbol;Acc:MGI:107363]
ENSMUSG00000026798,Coq4,coenzyme Q4 [Source:MGI Symbol;Acc:MGI:1098826]
ENSMUSG00000026799,Med27,mediator complex subunit 27 [Source:MGI Symbol;Acc:MGI:1916225]
ENSMUSG00000026803,Ttf1,"transcription termination factor, RNA polymerase I [Source:MGI Symbol;Acc:MGI:105044]"
ENSMUSG00000026805,Barhl1,BarH like homeobox 1 [Source:MGI Symbol;Acc:MGI:1859288]
ENSMUSG00000026806,Ddx31,DEAD/H box helicase 31 [Source:MGI Symbol;Acc:MGI:2682639]
ENSMUSG00000026807,Ak8,adenylate kinase 8 [Source:MGI Symbol;Acc:MGI:1916120]
ENSMUSG00000026809,Spaca9,sperm acrosome associated 9 [Source:MGI Symbol;Acc:MGI:1917237]
ENSMUSG00000026810,Dpm2,dolichol-phosphate (beta-D) mannosyltransferase 2 [Source:MGI Symbol;Acc:MGI:1330238]
ENSMUSG00000026811,St6galnac6,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 [Source:MGI Symbol;Acc:MGI:1355316]"
ENSMUSG00000026812,Tsc1,TSC complex subunit 1 [Source:MGI Symbol;Acc:MGI:1929183]
ENSMUSG00000026814,Eng,endoglin [Source:MGI Symbol;Acc:MGI:95392]
ENSMUSG00000026815,Gfi1b,growth factor independent 1B [Source:MGI Symbol;Acc:MGI:1276578]
ENSMUSG00000026816,Gtf3c5,"general transcription factor IIIC, polypeptide 5 [Source:MGI Symbol;Acc:MGI:1917489]"
ENSMUSG00000026817,Ak1,adenylate kinase 1 [Source:MGI Symbol;Acc:MGI:87977]
ENSMUSG00000026818,Cel,carboxyl ester lipase [Source:MGI Symbol;Acc:MGI:88374]
ENSMUSG00000026819,Slc25a25,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25 [Source:MGI Symbol;Acc:MGI:1915913]"
ENSMUSG00000026820,Ptges2,prostaglandin E synthase 2 [Source:MGI Symbol;Acc:MGI:1917592]
ENSMUSG00000026821,Ralgds,ral guanine nucleotide dissociation stimulator [Source:MGI Symbol;Acc:MGI:107485]
ENSMUSG00000026822,Lcn2,lipocalin 2 [Source:MGI Symbol;Acc:MGI:96757]
ENSMUSG00000026824,Kcnj3,"potassium inwardly-rectifying channel, subfamily J, member 3 [Source:MGI Symbol;Acc:MGI:104742]"
ENSMUSG00000026825,Dnm1,dynamin 1 [Source:MGI Symbol;Acc:MGI:107384]
ENSMUSG00000026826,Nr4a2,"nuclear receptor subfamily 4, group A, member 2 [Source:MGI Symbol;Acc:MGI:1352456]"
ENSMUSG00000026827,Gpd2,"glycerol phosphate dehydrogenase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:99778]"
ENSMUSG00000026828,Galnt5,polypeptide N-acetylgalactosaminyltransferase 5 [Source:MGI Symbol;Acc:MGI:2179403]
ENSMUSG00000026829,Gbgt1,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 [Source:MGI Symbol;Acc:MGI:2449143]"
ENSMUSG00000026830,Ermn,"ermin, ERM-like protein [Source:MGI Symbol;Acc:MGI:1925017]"
ENSMUSG00000026831,1700007K13Rik,RIKEN cDNA 1700007K13 gene [Source:MGI Symbol;Acc:MGI:1916577]
ENSMUSG00000026832,Cytip,cytohesin 1 interacting protein [Source:MGI Symbol;Acc:MGI:2183535]
ENSMUSG00000026833,Olfm1,olfactomedin 1 [Source:MGI Symbol;Acc:MGI:1860437]
ENSMUSG00000026834,Acvr1c,"activin A receptor, type IC [Source:MGI Symbol;Acc:MGI:2661081]"
ENSMUSG00000026836,Acvr1,"activin A receptor, type 1 [Source:MGI Symbol;Acc:MGI:87911]"
ENSMUSG00000026837,Col5a1,"collagen, type V, alpha 1 [Source:MGI Symbol;Acc:MGI:88457]"
ENSMUSG00000026839,Upp2,uridine phosphorylase 2 [Source:MGI Symbol;Acc:MGI:1923904]
ENSMUSG00000026840,Lamc3,laminin gamma 3 [Source:MGI Symbol;Acc:MGI:1344394]
ENSMUSG00000026841,Fibcd1,fibrinogen C domain containing 1 [Source:MGI Symbol;Acc:MGI:2138953]
ENSMUSG00000026842,Abl1,"c-abl oncogene 1, non-receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:87859]"
ENSMUSG00000026843,Fubp3,far upstream element (FUSE) binding protein 3 [Source:MGI Symbol;Acc:MGI:2443699]
ENSMUSG00000026848,Tor1b,"torsin family 1, member B [Source:MGI Symbol;Acc:MGI:1353605]"
ENSMUSG00000026849,Tor1a,"torsin family 1, member A (torsin A) [Source:MGI Symbol;Acc:MGI:1353568]"
ENSMUSG00000026851,BC005624,cDNA sequence BC005624 [Source:MGI Symbol;Acc:MGI:2385132]
ENSMUSG00000026853,Crat,carnitine acetyltransferase [Source:MGI Symbol;Acc:MGI:109501]
ENSMUSG00000026854,Usp20,ubiquitin specific peptidase 20 [Source:MGI Symbol;Acc:MGI:1921520]
ENSMUSG00000026856,Dolpp1,dolichyl pyrophosphate phosphatase 1 [Source:MGI Symbol;Acc:MGI:1914093]
ENSMUSG00000026857,Ntmt1,N-terminal Xaa-Pro-Lys N-methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1913867]
ENSMUSG00000026858,Miga2,mitoguardin 2 [Source:MGI Symbol;Acc:MGI:1922035]
ENSMUSG00000026860,Sh3glb2,SH3-domain GRB2-like endophilin B2 [Source:MGI Symbol;Acc:MGI:2385131]
ENSMUSG00000026864,Hspa5,heat shock protein 5 [Source:MGI Symbol;Acc:MGI:95835]
ENSMUSG00000026866,Kynu,kynureninase [Source:MGI Symbol;Acc:MGI:1918039]
ENSMUSG00000026867,Gapvd1,GTPase activating protein and VPS9 domains 1 [Source:MGI Symbol;Acc:MGI:1913941]
ENSMUSG00000026869,Psmd5,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 5 [Source:MGI Symbol;Acc:MGI:1914248]"
ENSMUSG00000026870,Cutal,cutA divalent cation tolerance homolog-like [Source:MGI Symbol;Acc:MGI:1925246]
ENSMUSG00000026872,Zeb2,zinc finger E-box binding homeobox 2 [Source:MGI Symbol;Acc:MGI:1344407]
ENSMUSG00000026873,Phf19,PHD finger protein 19 [Source:MGI Symbol;Acc:MGI:1921266]
ENSMUSG00000026874,Hc,hemolytic complement [Source:MGI Symbol;Acc:MGI:96031]
ENSMUSG00000026875,Traf1,TNF receptor-associated factor 1 [Source:MGI Symbol;Acc:MGI:101836]
ENSMUSG00000026878,Rab14,"RAB14, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1915615]"
ENSMUSG00000026879,Gsn,gelsolin [Source:MGI Symbol;Acc:MGI:95851]
ENSMUSG00000026880,Stom,stomatin [Source:MGI Symbol;Acc:MGI:95403]
ENSMUSG00000026883,Dab2ip,disabled 2 interacting protein [Source:MGI Symbol;Acc:MGI:1916851]
ENSMUSG00000026885,Ttll11,"tubulin tyrosine ligase-like family, member 11 [Source:MGI Symbol;Acc:MGI:1921660]"
ENSMUSG00000026887,Mrrf,mitochondrial ribosome recycling factor [Source:MGI Symbol;Acc:MGI:1915121]
ENSMUSG00000026888,Grb14,growth factor receptor bound protein 14 [Source:MGI Symbol;Acc:MGI:1355324]
ENSMUSG00000026889,Rbm18,RNA binding motif protein 18 [Source:MGI Symbol;Acc:MGI:1915139]
ENSMUSG00000026890,Lhx6,LIM homeobox protein 6 [Source:MGI Symbol;Acc:MGI:1306803]
ENSMUSG00000026893,Gca,grancalcin [Source:MGI Symbol;Acc:MGI:1918521]
ENSMUSG00000026894,Morn5,MORN repeat containing 5 [Source:MGI Symbol;Acc:MGI:1922745]
ENSMUSG00000026895,Ndufa8,NADH:ubiquinone oxidoreductase subunit A8 [Source:MGI Symbol;Acc:MGI:1915625]
ENSMUSG00000026896,Ifih1,interferon induced with helicase C domain 1 [Source:MGI Symbol;Acc:MGI:1918836]
ENSMUSG00000026904,Slc4a10,"solute carrier family 4, sodium bicarbonate cotransporter-like, member 10 [Source:MGI Symbol;Acc:MGI:2150150]"
ENSMUSG00000026914,Psmd14,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 14 [Source:MGI Symbol;Acc:MGI:1913284]"
ENSMUSG00000026915,Strbp,spermatid perinuclear RNA binding protein [Source:MGI Symbol;Acc:MGI:104626]
ENSMUSG00000026917,Wdr5,WD repeat domain 5 [Source:MGI Symbol;Acc:MGI:2155884]
ENSMUSG00000026918,Brd3,bromodomain containing 3 [Source:MGI Symbol;Acc:MGI:1914632]
ENSMUSG00000026919,Lcn4,lipocalin 4 [Source:MGI Symbol;Acc:MGI:102668]
ENSMUSG00000026921,Egfl7,EGF-like domain 7 [Source:MGI Symbol;Acc:MGI:2449923]
ENSMUSG00000026922,Agpat2,"1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta) [Source:MGI Symbol;Acc:MGI:1914762]"
ENSMUSG00000026923,Notch1,notch 1 [Source:MGI Symbol;Acc:MGI:97363]
ENSMUSG00000026924,Sec16a,"SEC16 homolog A, endoplasmic reticulum export factor [Source:MGI Symbol;Acc:MGI:2139207]"
ENSMUSG00000026925,Inpp5e,inositol polyphosphate-5-phosphatase E [Source:MGI Symbol;Acc:MGI:1927753]
ENSMUSG00000026926,Pmpca,peptidase (mitochondrial processing) alpha [Source:MGI Symbol;Acc:MGI:1918568]
ENSMUSG00000026927,Entr1,endosome associated trafficking regulator 1 [Source:MGI Symbol;Acc:MGI:1915362]
ENSMUSG00000026928,Card9,"caspase recruitment domain family, member 9 [Source:MGI Symbol;Acc:MGI:2685628]"
ENSMUSG00000026930,Gpsm1,"G-protein signalling modulator 1 (AGS3-like, C. elegans) [Source:MGI Symbol;Acc:MGI:1915089]"
ENSMUSG00000026931,1700019N19Rik,RIKEN cDNA 1700019N19 gene [Source:MGI Symbol;Acc:MGI:1914757]
ENSMUSG00000026932,Nacc2,"nucleus accumbens associated 2, BEN and BTB (POZ) domain containing [Source:MGI Symbol;Acc:MGI:1915241]"
ENSMUSG00000026933,Camsap1,calmodulin regulated spectrin-associated protein 1 [Source:MGI Symbol;Acc:MGI:3036242]
ENSMUSG00000026934,Lhx3,LIM homeobox protein 3 [Source:MGI Symbol;Acc:MGI:102673]
ENSMUSG00000026938,Fcna,ficolin A [Source:MGI Symbol;Acc:MGI:1340905]
ENSMUSG00000026939,Tmem141,transmembrane protein 141 [Source:MGI Symbol;Acc:MGI:1098773]
ENSMUSG00000026940,Ccdc183,coiled-coil domain containing 183 [Source:MGI Symbol;Acc:MGI:1924308]
ENSMUSG00000026941,Mamdc4,MAM domain containing 4 [Source:MGI Symbol;Acc:MGI:2685841]
ENSMUSG00000026942,Traf2,TNF receptor-associated factor 2 [Source:MGI Symbol;Acc:MGI:101835]
ENSMUSG00000026943,Lcn12,lipocalin 12 [Source:MGI Symbol;Acc:MGI:1924951]
ENSMUSG00000026944,Abca2,"ATP-binding cassette, sub-family A (ABC1), member 2 [Source:MGI Symbol;Acc:MGI:99606]"
ENSMUSG00000026946,Nmi,N-myc (and STAT) interactor [Source:MGI Symbol;Acc:MGI:1928368]
ENSMUSG00000026950,Neb,nebulin [Source:MGI Symbol;Acc:MGI:97292]
ENSMUSG00000026955,Sapcd2,suppressor APC domain containing 2 [Source:MGI Symbol;Acc:MGI:1919330]
ENSMUSG00000026956,Uap1l1,UDP-N-acteylglucosamine pyrophosphorylase 1-like 1 [Source:MGI Symbol;Acc:MGI:2443318]
ENSMUSG00000026958,Dpp7,dipeptidylpeptidase 7 [Source:MGI Symbol;Acc:MGI:1933213]
ENSMUSG00000026959,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1) [Source:MGI Symbol;Acc:MGI:95819]"
ENSMUSG00000026960,Arl6ip6,ADP-ribosylation factor-like 6 interacting protein 6 [Source:MGI Symbol;Acc:MGI:1929507]
ENSMUSG00000026961,Lrrc26,leucine rich repeat containing 26 [Source:MGI Symbol;Acc:MGI:2385129]
ENSMUSG00000026965,Anapc2,anaphase promoting complex subunit 2 [Source:MGI Symbol;Acc:MGI:2139135]
ENSMUSG00000026966,Ssna1,SS nuclear autoantigen 1 [Source:MGI Symbol;Acc:MGI:1915725]
ENSMUSG00000026969,Fam166a,"family with sequence similarity 166, member A [Source:MGI Symbol;Acc:MGI:3605773]"
ENSMUSG00000026970,Rbms1,"RNA binding motif, single stranded interacting protein 1 [Source:MGI Symbol;Acc:MGI:1861774]"
ENSMUSG00000026971,Itgb6,integrin beta 6 [Source:MGI Symbol;Acc:MGI:96615]
ENSMUSG00000026972,Arrdc1,arrestin domain containing 1 [Source:MGI Symbol;Acc:MGI:2446136]
ENSMUSG00000026974,Zmynd19,"zinc finger, MYND domain containing 19 [Source:MGI Symbol;Acc:MGI:1914437]"
ENSMUSG00000026975,Dph7,diphthamine biosynethesis 7 [Source:MGI Symbol;Acc:MGI:1914478]
ENSMUSG00000026976,Pax8,paired box 8 [Source:MGI Symbol;Acc:MGI:97492]
ENSMUSG00000026977,Marchf7,membrane associated ring-CH-type finger 7 [Source:MGI Symbol;Acc:MGI:1931053]
ENSMUSG00000026979,Psd4,pleckstrin and Sec7 domain containing 4 [Source:MGI Symbol;Acc:MGI:2674093]
ENSMUSG00000026980,Ly75,lymphocyte antigen 75 [Source:MGI Symbol;Acc:MGI:106662]
ENSMUSG00000026981,Il1rn,interleukin 1 receptor antagonist [Source:MGI Symbol;Acc:MGI:96547]
ENSMUSG00000026983,Il36rn,interleukin 36 receptor antagonist [Source:MGI Symbol;Acc:MGI:1859325]
ENSMUSG00000026984,Il36a,interleukin 36A [Source:MGI Symbol;Acc:MGI:1859324]
ENSMUSG00000026985,Il36b,interleukin 36B [Source:MGI Symbol;Acc:MGI:1916927]
ENSMUSG00000026986,Hnmt,histamine N-methyltransferase [Source:MGI Symbol;Acc:MGI:2153181]
ENSMUSG00000026987,Baz2b,"bromodomain adjacent to zinc finger domain, 2B [Source:MGI Symbol;Acc:MGI:2442782]"
